u,v,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,cnt,n_id
5226901258,5226901263,湖南路,unclassified,1,26.987, , , , , , , ,13933,34,693
5226901263,3048216957,湖南路,unclassified,1,140.78899999999996, , , , , , , ,13934,35,694
5226901263,5226901256, ,residential,0,177.32099999999997, , , , , , , ,13935,21,695
5226901264,1666718699,高邮路,residential,0,47.66, , , , , , ,yes,13936,39,696
5226901264,5226901257,高邮路,residential,0,81.25199999999998, , , , , , ,yes,13937,49,697
5226901264,5226901271, ,residential,0,255.008, , , , , , , ,13938,15,698
5226901271,5226901258,湖南路,unclassified,1,56.104, , , , , , , ,13939,34,699
5226901271,5226901264, ,residential,0,255.008, , , , , , , ,13940,16,700
5226901273,804464933,湖南路,residential,0,152.821, , , , , , , ,13943,45,701
5226901273,1168463053,湖南路,residential,0,71.94, , , , , , , ,13944,53,702
6360292379,603891498,长乐路,residential,0,135.59,1, , , , , , ,14119,129,703
6360292379,154073129,长乐路,residential,0,355.3349999999999,1, , , , , , ,14120,201,704
6360292379,6360292380,常熟路,secondary,0,83.63300000000002,2, , , , , , ,14121,622,705
6360292379,857586245,常熟路,secondary,0,222.348,2, , , , , , ,14122,546,706
6360292380,857586297,常熟路,secondary,0,124.78,2, , , , , , ,14123,577,707
6360292380,154072987,安福路,residential,1,324.1140000000001,1, , , , , , ,14124,86,708
6360292380,6360292379,常熟路,secondary,0,83.63300000000002,2, , , , , , ,14125,455,709
6369165292,154072987,乌鲁木齐中路,tertiary,0,65.949,1, , , , , , ,14127,182,710
6369165292,154072919,乌鲁木齐中路,tertiary,0,142.37799999999996,1, , , , , , ,14128,250,711
7118978996,858404199,泰康路,secondary,1,86.22199999999998,1, , , , , , ,14697,108,712
8364544019,601712540,鲁班路,primary,1,164.78,4, , , , , , ,14982,674,713
